how many azure items does the other network have? 	you have twelve pink cashews, you have ten maroon carrots, you have eighteen azure persimmons 	eighteen 	azure
how many magenta items does the other network have? 	you have seven gold pecans, you have seven magenta artichokes, you have five magenta kakis, you have three magenta rutabagas, you have three silver tomatillos, you have eighteen teal pumpkins, you have fourteen green nectarines, you have four magenta carrots, you have two magenta potatoes 	seven 	magenta
how many blue items does the other network have? 	you have sixteen brown pistachios, you have one teal yam, you have eleven blue chickpeas 	eleven 	blue
how many lime items does the other network have? 	you have fourteen lime dragon fruits, you have eighteen tan passion fruits, you have one magenta watermelon 	fourteen 	lime
how many gold items does the other network have? 	you have ten violet cucumbers, you have thirteen red pears, you have eighteen gold grapefruits 	eighteen 	gold
how many beige items does the other network have? 	you have nine beige dates, you have twelve beige currants, you have six beige figs, you have four beige asparagus, you have four brown lingonberries, you have five gold lemons, you have sixteen beige lychees, you have nine crimson tangelos, you have one beige carrot 	sixteen 	beige
how many coral items does the other network have? 	you have fifteen khaki pecans, you have twenty azure watermelons, you have nine coral kohlrabis 	nine 	coral
how many olive items does the other network have? 	you have seventeen green nectarines, you have four yellow sprouts, you have fifteen olive jackfruits, you have fifteen olive cherries, you have two teal chickpeas, you have three green passion fruits 	fifteen 	olive
how many green items does the other network have? 	you have sixteen green cherries, you have three white peaches, you have seventeen gold lemons 	sixteen 	green
how many violet items does the other network have? 	you have ten khaki chili peppers, you have fourteen grey lychees, you have three violet rutabagas 	three 	violet
how many indigo items does the other network have? 	you have eight indigo lychees, you have fifteen indigo plums, you have eighteen red marulas, you have three indigo guavas, you have one indigo brazil nut, you have sixteen olive pomegranates, you have nine indigo beets, you have eighteen indigo asparagus, you have eighteen red beets 	eighteen 	indigo
how many purple items does the other network have? 	you have five lime bananas, you have six purple pears, you have nine gold marulas 	six 	purple
how many lime items does the other network have? 	you have twelve lime peaches, you have three lime sweet potatoes, you have nineteen indigo pears, you have twenty black turnips, you have twelve magenta papayas, you have nine lime cucumbers 	twelve 	lime
how many orange items does the other network have? 	you have twenty olive avocados, you have five orange cashews, you have six azure kakis 	five 	orange
how many red items does the other network have? 	you have two red apricots, you have nine red peppers, you have fifteen brown tomatillos, you have three maroon cabbages, you have twenty lavender guavas, you have three red quinces, you have four red kakis, you have fourteen red dragon fruits, you have sixteen red pomegranates 	sixteen 	red
how many brown items does the other network have? 	you have sixteen violet raspberries, you have sixteen white eggplants, you have twelve black almonds, you have one brown brazil nut, you have eleven brown mushrooms, you have five crimson artichokes, you have twelve brown shallots, you have seven crimson asparagus, you have twelve brown asparagus 	twelve 	brown
how many grey items does the other network have? 	you have sixteen grey okras, you have five lime broccoli, you have ten azure sweet potatoes 	sixteen 	grey
how many indigo items does the other network have? 	you have twelve purple squashes, you have two tan pecans, you have six indigo yams 	six 	indigo
how many orange items does the other network have? 	you have one orange grapefruit, you have ten orange grapefruits, you have six orange mushrooms, you have five orange eggplants, you have two khaki olives, you have sixteen blue almonds, you have eleven orange cashews, you have sixteen gold chickpeas, you have four pink brazil nuts 	eleven 	orange
how many orange items does the other network have? 	you have five beige limes, you have three tan zucchini, you have one orange apricot, you have one orange shallot, you have eight blue plantains, you have ten yellow tomatoes, you have eighteen khaki apricots, you have one orange tangelo, you have fourteen khaki leeks 	one 	orange
how many red items does the other network have? 	you have seven grey olives, you have eleven red dragon fruits, you have eleven crimson tomatillos 	eleven 	red
how many gold items does the other network have? 	you have eighteen gold grapefruits, you have thirteen red pears, you have ten violet cucumbers, you have eleven ruby yams, you have fifteen gold tangelos, you have three gold macadamia nuts 	eighteen 	gold
how many gold items does the other network have? 	you have eight gold kola nuts, you have six gold dragon fruits, you have eighteen magenta leeks, you have six red asparagus, you have two gold persimmons, you have two gold bananas, you have two gold cashews, you have ten pink daikons, you have four gold peaches 	eight 	gold
how many maroon items does the other network have? 	you have eight maroon bananas, you have six maroon tangelos, you have two maroon sweet potatoes, you have five maroon leeks, you have twelve beige asparagus, you have four coral dates, you have eighteen brown bananas, you have eight blue pomegranates, you have three maroon broccoli 	eight 	maroon
how many crimson items does the other network have? 	you have two crimson hazelnuts, you have three crimson oranges, you have one crimson yam, you have six khaki leeks, you have five crimson apples, you have seven crimson grapefruits, you have one yellow peanut, you have fourteen coral raspberries, you have three crimson kumquats 	seven 	crimson
how many maroon items does the other network have? 	you have nineteen turquoise turnips, you have four coral cherries, you have twelve maroon plums, you have twelve maroon dates, you have twenty gold peas, you have twelve indigo persimmons, you have twelve maroon sprouts, you have eight khaki sunflower seeds, you have eighteen grey grapefruits 	twelve 	maroon
how many white items does the other network have? 	you have sixteen blue sapotes, you have thirteen beige chickpeas, you have two white lentils, you have six white pears, you have six white tomatoes, you have eighteen gold tangelos, you have eight white avocados, you have eleven blue sprouts, you have two white peppers 	eight 	white
how many beige items does the other network have? 	you have twelve beige leeks, you have twelve orange brazil nuts, you have five orange olives 	twelve 	beige
how many purple items does the other network have? 	you have twelve teal macadamia nuts, you have fifteen purple haricots, you have fifteen white leeks, you have fourteen purple melons, you have one purple lime, you have three lime raspberries 	fifteen 	purple
how many silver items does the other network have? 	you have twenty silver cabbages, you have one olive guava, you have five maroon raspberries 	twenty 	silver
how many beige items does the other network have? 	you have eleven red brazil nuts, you have ten beige chestnuts, you have seven beige nectarines, you have eight beige sunflower seeds, you have three beige pomegranates, you have six beige kakis, you have eight azure peas, you have seventeen beige olives, you have two gold morels 	seventeen 	beige
how many lime items does the other network have? 	you have seventeen lime pecans, you have seven maroon beets, you have four lime strawberries, you have twelve lime cucumbers, you have thirteen lime pistachios, you have twenty cyan longans, you have four lime kakis, you have twenty beige pears, you have one lime potato 	seventeen 	lime
how many olive items does the other network have? 	you have nineteen olive turnips, you have seven magenta cucumbers, you have twenty olive persimmons, you have seven violet cauliflowers, you have one olive lychee, you have two olive blueberries, you have seven olive eggplants, you have eleven olive chestnuts, you have six pink figs 	twenty 	olive
how many purple items does the other network have? 	you have four yellow eggplants, you have three yellow peaches, you have seven purple sweet potatoes 	seven 	purple
how many blue items does the other network have? 	you have nineteen blue potatoes, you have ten blue quinces, you have nine blue cashews, you have fourteen green melons, you have three khaki kiwis, you have six ruby blackberries 	nineteen 	blue
how many silver items does the other network have? 	you have fifteen lime nectarines, you have seven silver broccoli, you have one red pistachio 	seven 	silver
how many purple items does the other network have? 	you have fifteen purple haricots, you have one purple lime, you have one purple chickpea, you have three lime raspberries, you have twelve teal macadamia nuts, you have thirteen purple artichokes, you have one purple passion fruit, you have fifteen white leeks, you have fourteen purple melons 	fifteen 	purple
how many crimson items does the other network have? 	you have three crimson limes, you have seventeen maroon nectarines, you have four tan pecans, you have one crimson shallot, you have two crimson pecans, you have eleven ruby dates 	three 	crimson
how many maroon items does the other network have? 	you have fifteen gold bananas, you have fourteen white black-eyed peas, you have twenty silver avocados, you have three green sapotes, you have seven orange hazelnuts, you have eleven maroon yams, you have two maroon kiwis, you have nine maroon boysenberries, you have eleven maroon raspberries 	eleven 	maroon
how many ruby items does the other network have? 	you have ten ruby leeks, you have fifteen teal peppers, you have four ruby leeks, you have six ruby zucchini, you have twelve grey kumquats, you have two gold turnips 	ten 	ruby
how many grey items does the other network have? 	you have sixteen lavender chickpeas, you have four grey chickpeas, you have five grey jackfruits, you have nineteen orange eggplants, you have six grey quinces, you have nineteen crimson almonds, you have one grey carrot, you have eleven grey apples, you have six grey clementines 	eleven 	grey
how many turquoise items does the other network have? 	you have fifteen grey tangerines, you have sixteen pink apricots, you have ten turquoise lingonberries 	ten 	turquoise
how many red items does the other network have? 	you have eight ruby almonds, you have eleven red cherries, you have four crimson cucumbers, you have seven grey olives, you have eleven red dragon fruits, you have eleven crimson tomatillos 	eleven 	red
how many crimson items does the other network have? 	you have twenty crimson eggplants, you have four brown watermelons, you have one red tomato, you have eighteen crimson guavas, you have seven silver lentils, you have two crimson chili peppers 	twenty 	crimson
how many red items does the other network have? 	you have seventeen white pineapples, you have ten coral cranberries, you have four red lentils, you have ten cyan peppers, you have three red raspberries, you have one red asparagus 	four 	red
how many lime items does the other network have? 	you have seventeen lime pecans, you have twenty beige pears, you have twenty cyan longans 	seventeen 	lime
how many beige items does the other network have? 	you have five gold lemons, you have nine crimson tangelos, you have sixteen beige lychees 	sixteen 	beige
how many crimson items does the other network have? 	you have nine pink peas, you have one pink radish, you have five crimson marulas 	five 	crimson
how many green items does the other network have? 	you have twelve lavender boysenberries, you have nine green black-eyed peas, you have four gold melons 	nine 	green
how many maroon items does the other network have? 	you have sixteen maroon pears, you have ten coral mushrooms, you have four beige zucchini 	sixteen 	maroon
how many maroon items does the other network have? 	you have twelve coral clementines, you have six maroon macadamia nuts, you have twenty magenta pomegranates 	six 	maroon
how many azure items does the other network have? 	you have eighteen black brussels sprouts, you have sixteen maroon kola nuts, you have seventeen blue olives, you have seven blue daikons, you have three azure asparagus, you have three azure kakis 	three 	azure
how many black items does the other network have? 	you have seven black strawberries, you have two black kola nuts, you have fifteen black figs, you have one turquoise pineapple, you have twenty black plums, you have nine cyan tangerines, you have six violet eggplants, you have three black tangerines, you have thirteen black boysenberries 	twenty 	black
how many beige items does the other network have? 	you have nine beige strawberries, you have fourteen azure tangerines, you have seventeen azure daikons 	nine 	beige
how many white items does the other network have? 	you have one maroon pea, you have one teal boysenberry, you have nine white pumpkins, you have two white brazil nuts, you have four white cherries, you have two white walnuts, you have twelve beige nectarines, you have eleven white cabbages, you have five white asparagus 	eleven 	white
how many indigo items does the other network have? 	you have four indigo pecans, you have eighteen azure turnips, you have twenty black pistachios, you have three indigo asparagus, you have fourteen ruby cherimoyas, you have one indigo cashew 	four 	indigo
how many turquoise items does the other network have? 	you have fourteen turquoise clementines, you have five cyan pineapples, you have three turquoise avocados, you have nine turquoise leeks, you have eleven turquoise watermelons, you have four turquoise kakis, you have seventeen gold melons, you have nine beige olives, you have one turquoise plum 	fourteen 	turquoise
how many yellow items does the other network have? 	you have six yellow currants, you have five orange kola nuts, you have two yellow plantains, you have twenty teal carrots, you have four yellow mushrooms, you have sixteen magenta jackfruits 	six 	yellow
how many pink items does the other network have? 	you have eighteen teal pomegranates, you have three pink morels, you have nineteen red pistachios, you have seven pink shallots, you have four pink haricots, you have eight pink turnips, you have eleven pink hazelnuts, you have seven magenta rutabagas, you have nine beige papayas 	eleven 	pink
how many white items does the other network have? 	you have nineteen white chili peppers, you have nineteen white chili peppers, you have one white jackfruit, you have one white broccoli, you have six pink sprouts, you have eleven lime mushrooms, you have one khaki lime, you have twenty white pomegranates, you have four tan soybeans 	twenty 	white
how many yellow items does the other network have? 	you have fifteen yellow morels, you have nineteen red peas, you have nine yellow oranges, you have ten turquoise eggplants, you have seven violet sprouts, you have six yellow dates 	fifteen 	yellow
how many gold items does the other network have? 	you have two tan apricots, you have twelve gold marulas, you have thirteen gold sprouts, you have seven brown dates, you have one gold plum, you have thirteen maroon apricots 	thirteen 	gold
how many grey items does the other network have? 	you have one grey melon, you have two grey macadamia nuts, you have twenty maroon passion fruits, you have eleven yellow persimmons, you have five grey kola nuts, you have one grey turnip, you have three grey jackfruits, you have three grey sapotes, you have nine violet dragon fruits 	five 	grey
how many magenta items does the other network have? 	you have seventeen gold lingonberries, you have twelve white limes, you have ten turquoise apples, you have one magenta date, you have one magenta apricot, you have seven gold rutabagas, you have one magenta passion fruit, you have four gold hazelnuts, you have five lavender yams 	one 	magenta
how many turquoise items does the other network have? 	you have nine turquoise sunflower seeds, you have three turquoise figs, you have twenty azure kakis, you have three turquoise artichokes, you have four turquoise sapotes, you have eighteen green artichokes, you have two turquoise marulas, you have seven silver tomatoes, you have six turquoise potatoes 	nine 	turquoise
how many grey items does the other network have? 	you have eighteen ruby peppers, you have one grey kumquat, you have seven orange sprouts, you have four grey cucumbers, you have three grey hazelnuts, you have thirteen lime peaches 	four 	grey
how many brown items does the other network have? 	you have six coral longans, you have four brown cucumbers, you have thirteen brown strawberries, you have one brown pineapple, you have two brown okras, you have fourteen green melons, you have sixteen brown lemons, you have eighteen brown cucumbers, you have seventeen white kola nuts 	eighteen 	brown
how many blue items does the other network have? 	you have thirteen lavender artichokes, you have seventeen blue cabbages, you have ten purple soybeans 	seventeen 	blue
how many teal items does the other network have? 	you have two pink currants, you have nineteen teal limes, you have six pink nectarines, you have four magenta tangelos, you have six teal clementines, you have thirteen teal morels 	nineteen 	teal
how many tan items does the other network have? 	you have ten tan rutabagas, you have sixteen tan brussels sprouts, you have seventeen crimson turnips, you have four red plums, you have eight tan boysenberries, you have six lavender turnips, you have two tan lingonberries, you have eighteen tan tomatillos, you have thirteen azure eggplants 	eighteen 	tan
how many khaki items does the other network have? 	you have two khaki blackberries, you have ten yellow walnuts, you have nine olive leeks 	two 	khaki
how many silver items does the other network have? 	you have twelve silver apples, you have twenty gold kumquats, you have two silver tangerines, you have sixteen silver tangerines, you have thirteen beige black-eyed peas, you have two silver pineapples, you have sixteen silver pomegranates, you have seventeen gold cashews, you have two lime persimmons 	sixteen 	silver
how many azure items does the other network have? 	you have eighteen black brussels sprouts, you have seven blue daikons, you have three azure kakis 	three 	azure
how many maroon items does the other network have? 	you have one white blueberry, you have five maroon tangerines, you have thirteen silver walnuts 	five 	maroon
how many red items does the other network have? 	you have thirteen red morels, you have four blue turnips, you have nineteen cyan sapotes 	thirteen 	red
how many teal items does the other network have? 	you have six brown morels, you have seventeen teal cabbages, you have sixteen teal rutabagas, you have three pink plantains, you have two teal cherimoyas, you have fifteen teal lemons, you have fourteen cyan potatoes, you have one teal lentil, you have one gold dragon fruit 	seventeen 	teal
how many blue items does the other network have? 	you have sixteen blue soybeans, you have six indigo macadamia nuts, you have thirteen yellow lingonberries 	sixteen 	blue
how many cyan items does the other network have? 	you have seventeen cyan peppers, you have fourteen crimson strawberries, you have eighteen grey squashes 	seventeen 	cyan
how many red items does the other network have? 	you have five purple longans, you have twelve teal tomatillos, you have twenty red cherimoyas 	twenty 	red
how many white items does the other network have? 	you have one white quince, you have seven orange zucchini, you have five white cherimoyas, you have nineteen maroon carrots, you have four white yams, you have ten lavender lentils 	five 	white
how many maroon items does the other network have? 	you have twelve indigo persimmons, you have eighteen grey grapefruits, you have twelve maroon sprouts 	twelve 	maroon
how many indigo items does the other network have? 	you have three cyan chili peppers, you have seventeen lavender pumpkins, you have six grey tangerines, you have ten indigo currants, you have ten indigo kohlrabis, you have eight ruby blackberries 	ten 	indigo
how many red items does the other network have? 	you have seven grey hazelnuts, you have three red melons, you have six red leeks, you have three beige turnips, you have three red grapefruits, you have thirteen pink cranberries 	six 	red
how many magenta items does the other network have? 	you have five yellow pomegranates, you have twelve magenta carrots, you have seventeen green peanuts, you have four khaki cauliflowers, you have twelve magenta jackfruits, you have one tan sunflower seed 	twelve 	magenta
how many lavender items does the other network have? 	you have eleven tan dragon fruits, you have seventeen coral morels, you have fourteen lavender quinces, you have two lavender lychees, you have fourteen olive leeks, you have sixteen lavender haricots 	sixteen 	lavender
how many orange items does the other network have? 	you have eighteen brown asparagus, you have three orange peaches, you have one orange persimmon, you have two orange okras, you have four orange asparagus, you have six azure kakis, you have one coral yam, you have twenty olive avocados, you have five orange cashews 	five 	orange
how many cyan items does the other network have? 	you have seven cyan kiwis, you have twenty teal figs, you have four cyan lychees, you have eight cyan parsnips, you have three cyan yams, you have seventeen indigo walnuts, you have eighteen olive olives, you have fourteen cyan clementines, you have six cyan clementines 	fourteen 	cyan
how many gold items does the other network have? 	you have two gold lingonberries, you have three maroon lychees, you have twenty olive chickpeas, you have three gold pomegranates, you have sixteen red lemons, you have three gold almonds, you have seven gold figs, you have four gold apricots, you have two gold rutabagas 	seven 	gold
how many beige items does the other network have? 	you have eleven teal beets, you have fifteen beige okras, you have nine indigo tangelos 	fifteen 	beige
how many ruby items does the other network have? 	you have four ruby asparagus, you have nineteen white persimmons, you have eighteen ruby oranges, you have fourteen ruby peaches, you have three azure currants, you have eleven silver lemons 	eighteen 	ruby
how many lime items does the other network have? 	you have nineteen lime lychees, you have eighteen lavender nectarines, you have eighteen green sweet potatoes 	nineteen 	lime
how many brown items does the other network have? 	you have nine brown pomegranates, you have five silver pears, you have fourteen teal pumpkins, you have twenty brown black-eyed peas, you have ten tan brussels sprouts, you have eleven brown figs 	twenty 	brown
how many pink items does the other network have? 	you have two white longans, you have one pink mushroom, you have nine pink onions, you have ten brown morels, you have two green kola nuts, you have ten pink passion fruits 	ten 	pink
how many gold items does the other network have? 	you have eleven violet oranges, you have one gold rutabaga, you have six magenta onions, you have one gold tangelo, you have seven pink broccoli, you have sixteen gold lemons, you have seventeen gold eggplants, you have one gold peach, you have fifteen gold eggplants 	seventeen 	gold
how many red items does the other network have? 	you have nine red soybeans, you have three pink strawberries, you have twelve magenta tomatoes 	nine 	red
how many red items does the other network have? 	you have nineteen cyan sapotes, you have three red plantains, you have eleven indigo brazil nuts, you have ten red limes, you have four blue turnips, you have thirteen red morels 	thirteen 	red
how many pink items does the other network have? 	you have one black onion, you have sixteen pink dates, you have fifteen khaki sweet potatoes 	sixteen 	pink
how many turquoise items does the other network have? 	you have thirteen crimson kola nuts, you have twenty blue chili peppers, you have eight turquoise tomatillos 	eight 	turquoise
how many ruby items does the other network have? 	you have eleven pink beets, you have fourteen ruby lentils, you have eighteen teal cashews 	fourteen 	ruby
how many white items does the other network have? 	you have three blue cherries, you have five silver macadamia nuts, you have one white hazelnut, you have eighteen tan mushrooms, you have one white marula, you have twenty pink peaches 	one 	white
how many lavender items does the other network have? 	you have five lavender okras, you have eighteen olive apricots, you have two lavender olives, you have twelve blue yams, you have eleven cyan longans, you have three lavender cherimoyas 	five 	lavender
how many crimson items does the other network have? 	you have two red raspberries, you have two crimson persimmons, you have one red cauliflower 	two 	crimson
how many grey items does the other network have? 	you have three grey kumquats, you have one brown carrot, you have three grey cabbages, you have seven grey chestnuts, you have four grey parsnips, you have eleven olive longans, you have eleven turquoise peas, you have one grey watermelon, you have three grey daikons 	seven 	grey
how many maroon items does the other network have? 	you have twelve purple onions, you have seven maroon longans, you have six yellow asparagus, you have two maroon dragon fruits, you have five maroon watermelons, you have nine lime turnips 	seven 	maroon
how many grey items does the other network have? 	you have fourteen grey plantains, you have sixteen grey okras, you have five lime broccoli, you have two grey sprouts, you have ten azure sweet potatoes, you have sixteen silver papayas 	sixteen 	grey
how many silver items does the other network have? 	you have fourteen red grapefruits, you have nineteen silver blueberries, you have seven turquoise lentils 	nineteen 	silver
how many khaki items does the other network have? 	you have twelve khaki pears, you have three blue nectarines, you have sixteen khaki hazelnuts, you have four khaki pumpkins, you have fifteen beige clementines, you have five turquoise ackees 	sixteen 	khaki
how many gold items does the other network have? 	you have one gold lychee, you have ten teal kola nuts, you have nineteen orange peanuts, you have seventeen purple leeks, you have four gold soybeans, you have three gold lychees 	four 	gold
how many orange items does the other network have? 	you have nineteen blue artichokes, you have eighteen crimson sapotes, you have four orange haricots, you have four indigo grapefruits, you have five orange sweet potatoes, you have nine orange shallots 	nine 	orange
how many azure items does the other network have? 	you have two silver dragon fruits, you have one azure pistachio, you have three azure limes, you have thirteen pink soybeans, you have four azure cabbages, you have eleven orange quinces 	four 	azure
how many purple items does the other network have? 	you have eighteen orange cherries, you have four purple mushrooms, you have ten black yams, you have two purple cashews, you have two purple tomatoes, you have four grey cucumbers 	four 	purple
how many maroon items does the other network have? 	you have nine crimson tomatillos, you have nine maroon kohlrabis, you have twenty beige radishes 	nine 	maroon
how many green items does the other network have? 	you have seventeen green blackberries, you have twelve tan chickpeas, you have two green raspberries, you have four grey apples, you have fifteen brown chickpeas, you have nineteen green apricots 	nineteen 	green
how many ruby items does the other network have? 	you have six ruby longans, you have five lime blackberries, you have sixteen cyan strawberries 	six 	ruby
how many teal items does the other network have? 	you have sixteen crimson kiwis, you have six teal melons, you have eight blue radishes 	six 	teal
how many grey items does the other network have? 	you have fourteen grey sunflower seeds, you have nineteen lime potatoes, you have three orange tomatillos 	fourteen 	grey
how many olive items does the other network have? 	you have eight black persimmons, you have one white parsnip, you have two olive figs 	two 	olive
how many brown items does the other network have? 	you have sixteen cyan potatoes, you have ten brown beets, you have one red kaki 	ten 	brown
how many teal items does the other network have? 	you have ten orange soybeans, you have four cyan bananas, you have nine teal sapotes, you have three teal leeks, you have twelve teal boysenberries, you have twenty brown haricots 	twelve 	teal
how many green items does the other network have? 	you have four green brussels sprouts, you have eleven green mushrooms, you have fifteen brown chickpeas, you have seventeen green blackberries, you have two green raspberries, you have nineteen green apricots, you have twelve tan chickpeas, you have four grey apples, you have four green dragon fruits 	nineteen 	green
how many tan items does the other network have? 	you have five teal asparagus, you have sixteen tan longans, you have seven violet zucchini 	sixteen 	tan
how many azure items does the other network have? 	you have fourteen purple nectarines, you have ten azure potatoes, you have twenty gold sunflower seeds 	ten 	azure
how many tan items does the other network have? 	you have sixteen tan longans, you have eight tan boysenberries, you have five teal asparagus, you have four tan lingonberries, you have two black avocados, you have three tan peas, you have thirteen tan rutabagas, you have seven violet zucchini, you have four tan longans 	sixteen 	tan
how many beige items does the other network have? 	you have nineteen green artichokes, you have two beige eggplants, you have seven coral squashes 	two 	beige
how many olive items does the other network have? 	you have one white parsnip, you have eight black persimmons, you have two olive figs, you have seventeen turquoise peppers, you have two olive brazil nuts, you have thirteen tan cherimoyas 	two 	olive
how many blue items does the other network have? 	you have fifteen maroon radishes, you have five blue sweet potatoes, you have three indigo lemons 	five 	blue
how many coral items does the other network have? 	you have seven tan tomatillos, you have eleven turquoise cashews, you have four green watermelons, you have one coral tomato, you have one coral sapote, you have seven green peaches 	one 	coral
how many silver items does the other network have? 	you have four silver mushrooms, you have nine silver currants, you have eleven silver avocados, you have fourteen orange cashews, you have five silver grapefruits, you have eleven silver papayas, you have one olive guava, you have twenty silver cabbages, you have five maroon raspberries 	twenty 	silver
how many lime items does the other network have? 	you have nine lime lychees, you have three pink plantains, you have nineteen white radishes, you have eighteen lime artichokes, you have nine lime pomegranates, you have two olive pumpkins 	eighteen 	lime
how many yellow items does the other network have? 	you have seventeen purple limes, you have five yellow cashews, you have ten purple ackees, you have eleven black melons, you have eleven yellow plantains, you have sixteen yellow rutabagas 	sixteen 	yellow
how many crimson items does the other network have? 	you have seventeen orange morels, you have six crimson cucumbers, you have nine blue lentils 	six 	crimson
how many grey items does the other network have? 	you have sixteen violet blackberries, you have six violet longans, you have two grey sweet potatoes 	two 	grey
how many blue items does the other network have? 	you have thirteen lavender artichokes, you have eight blue peanuts, you have ten purple soybeans, you have thirteen lavender cauliflowers, you have seventeen blue cabbages, you have nine blue peas 	seventeen 	blue
how many purple items does the other network have? 	you have eighteen khaki currants, you have one orange black-eyed pea, you have fourteen purple kohlrabis, you have eleven purple shallots, you have three purple sapotes, you have twenty yellow cucumbers, you have two purple strawberries, you have six purple peanuts, you have six purple peppers 	fourteen 	purple
how many teal items does the other network have? 	you have six lavender passion fruits, you have four teal watermelons, you have twenty coral almonds 	four 	teal
how many olive items does the other network have? 	you have eight brown haricots, you have sixteen turquoise potatoes, you have nine olive dragon fruits 	nine 	olive
how many yellow items does the other network have? 	you have one yellow peanut, you have eight khaki tangelos, you have nineteen lavender currants 	one 	yellow
how many khaki items does the other network have? 	you have twelve lime quinces, you have ten khaki walnuts, you have seven khaki walnuts, you have nine khaki plantains, you have seven tan eggplants, you have seventeen khaki artichokes, you have two khaki pecans, you have six khaki blackberries, you have six green kakis 	seventeen 	khaki
how many azure items does the other network have? 	you have fourteen coral pineapples, you have three teal onions, you have fifteen azure pumpkins, you have fourteen indigo cucumbers, you have fifteen azure pomegranates, you have thirteen brown apricots, you have eight purple peanuts, you have fifteen azure potatoes, you have twelve brown black-eyed peas 	fifteen 	azure
how many cyan items does the other network have? 	you have nine cyan chickpeas, you have eleven cyan brussels sprouts, you have one cyan eggplant, you have six cyan potatoes, you have thirteen green pineapples, you have one cyan onion, you have five cyan plantains, you have eleven orange macadamia nuts, you have twenty ruby pineapples 	eleven 	cyan
how many yellow items does the other network have? 	you have one yellow asparagus, you have one yellow pear, you have two yellow boysenberries, you have thirteen grey peanuts, you have four yellow pears, you have three yellow kohlrabis, you have eleven indigo artichokes, you have thirteen magenta cherimoyas, you have one yellow pepper 	four 	yellow
how many gold items does the other network have? 	you have five gold papayas, you have sixteen silver lingonberries, you have one orange tomatillo 	five 	gold
how many white items does the other network have? 	you have ten white grapefruits, you have eight white kiwis, you have thirteen grey pears, you have six white strawberries, you have eight white boysenberries, you have six olive oranges, you have eighteen white lemons, you have fifteen black strawberries, you have four white pomegranates 	eighteen 	white
how many pink items does the other network have? 	you have three pink pumpkins, you have eighteen crimson yams, you have four ruby onions, you have three khaki pears, you have one pink squash, you have two pink kumquats, you have fifteen maroon chili peppers, you have one pink hazelnut, you have two pink dragon fruits 	three 	pink
how many indigo items does the other network have? 	you have nine blue tomatillos, you have fifteen crimson walnuts, you have twenty indigo figs 	twenty 	indigo
how many yellow items does the other network have? 	you have three yellow lingonberries, you have seventeen grey hazelnuts, you have nine coral daikons, you have nineteen beige mangos, you have one yellow strawberry, you have twenty blue turnips, you have two yellow almonds, you have one yellow tomatillo, you have two yellow beets 	three 	yellow
how many magenta items does the other network have? 	you have seven magenta artichokes, you have two magenta potatoes, you have seven gold pecans, you have five magenta kakis, you have fourteen green nectarines, you have three silver tomatillos 	seven 	magenta
how many grey items does the other network have? 	you have one violet zucchini, you have eighteen grey oranges, you have twelve magenta cranberries 	eighteen 	grey
how many white items does the other network have? 	you have one ruby chickpea, you have seven white dates, you have thirteen cyan cucumbers, you have six white yams, you have one white mango, you have nine magenta black-eyed peas 	seven 	white
how many pink items does the other network have? 	you have seven pink squashes, you have six pink nectarines, you have thirteen violet peas, you have sixteen teal lentils, you have one pink banana, you have two tan cauliflowers 	seven 	pink
how many white items does the other network have? 	you have thirteen olive artichokes, you have six white cashews, you have thirteen white beets, you have one white black-eyed pea, you have twelve gold brazil nuts, you have thirteen yellow carrots, you have six white mushrooms, you have three purple chickpeas, you have thirteen white dragon fruits 	thirteen 	white
how many green items does the other network have? 	you have nineteen olive dragon fruits, you have six green dragon fruits, you have eighteen tan black-eyed peas, you have six green walnuts, you have twenty red plums, you have twelve green yams, you have one green nectarine, you have eleven green oranges, you have eighteen olive kakis 	twelve 	green
how many magenta items does the other network have? 	you have seventeen pink plums, you have thirteen yellow sunflower seeds, you have seven lime lentils, you have two magenta blackberries, you have six brown pomegranates, you have two magenta pears 	two 	magenta
how many blue items does the other network have? 	you have nineteen maroon nectarines, you have seven blue onions, you have five black cauliflowers, you have fourteen blue kola nuts, you have sixteen black peaches, you have seven blue beets 	fourteen 	blue
how many brown items does the other network have? 	you have eight azure pears, you have one brown watermelon, you have one brown fig, you have fourteen gold nectarines, you have nine cyan quinces, you have three cyan yams 	one 	brown
how many blue items does the other network have? 	you have four blue yams, you have nineteen brown carrots, you have ten ruby lychees 	four 	blue
how many brown items does the other network have? 	you have five silver pears, you have twenty brown black-eyed peas, you have fourteen teal pumpkins 	twenty 	brown
how many brown items does the other network have? 	you have fourteen brown sweet potatoes, you have one brown blackberry, you have three brown lychees, you have five brown mangos, you have eleven brown avocados, you have fourteen violet cherries, you have eight brown sweet potatoes, you have five violet cucumbers, you have nineteen coral passion fruits 	fourteen 	brown
how many purple items does the other network have? 	you have ten purple watermelons, you have seventeen brown lychees, you have nineteen grey tomatoes, you have five purple sweet potatoes, you have three olive pineapples, you have five purple figs 	ten 	purple
how many khaki items does the other network have? 	you have six khaki limes, you have fifteen red pineapples, you have twelve khaki persimmons, you have eight brown jackfruits, you have eight ruby sprouts, you have six khaki avocados 	twelve 	khaki
how many violet items does the other network have? 	you have twenty maroon beets, you have seventeen violet soybeans, you have three violet peas, you have three white peanuts, you have fourteen violet broccoli, you have eight white daikons 	seventeen 	violet
